model,num_characters,num_actions,question_type,question,expected,predicted,correct,story_len
gpt-3.5-turbo,2,5,holding,What is Frank holding?,nothing,nothing,True,195.0
gpt-3.5-turbo,2,10,location,Where is Ivy?,garden,garden,True,300.0
gpt-3.5-turbo,2,10,mood,How does Ivy feel?,confident,confident,True,300.0
gpt-3.5-turbo,2,10,holding,What is Ivy holding?,coin,coin,True,300.0
gpt-3.5-turbo,2,10,location,Where is Tina?,hallway,hallway,True,300.0
gpt-3.5-turbo,2,10,mood,How does Tina feel?,nervous,nervous,True,300.0
gpt-3.5-turbo,2,10,holding,What is Tina holding?,nothing,umbrella,False,300.0
gpt-3.5-turbo,2,10,location,Where is Sam?,kitchen,kitchen,True,294.0
gpt-3.5-turbo,2,10,mood,How does Sam feel?,confident,confident,True,294.0
gpt-3.5-turbo,2,10,holding,What is Sam holding?,nothing,nothing,True,294.0
gpt-3.5-turbo,2,10,location,Where is Ruby?,office,office,True,294.0
gpt-3.5-turbo,2,10,mood,How does Ruby feel?,nervous,nervous,True,294.0
gpt-3.5-turbo,2,10,holding,What is Ruby holding?,nothing,hat,False,294.0
gpt-3.5-turbo,2,10,location,Where is Mia?,kitchen,library,False,334.0
gpt-3.5-turbo,2,10,mood,How does Mia feel?,confident,library,False,334.0
gpt-3.5-turbo,2,10,holding,What is Mia holding?,nothing,nothing,True,334.0
gpt-3.5-turbo,2,10,location,Where is Zack?,garden,library,False,334.0
gpt-3.5-turbo,2,10,mood,How does Zack feel?,confident,confident,True,334.0
gpt-3.5-turbo,2,10,holding,What is Zack holding?,umbrella,umbrella,True,334.0
gpt-3.5-turbo,2,20,location,Where is Luna?,library,library,True,540.0
gpt-3.5-turbo,2,20,mood,How does Luna feel?,calm,calm,True,540.0
gpt-3.5-turbo,2,20,holding,What is Luna holding?,nothing,nothing,True,540.0
gpt-3.5-turbo,2,20,location,Where is Tyler?,basement,basement,True,540.0
gpt-3.5-turbo,2,20,mood,How does Tyler feel?,excited,excited,True,540.0
gpt-3.5-turbo,2,20,holding,What is Tyler holding?,coin,coin,True,540.0
gpt-3.5-turbo,2,20,location,Where is Luna?,kitchen,kitchen,True,532.0
gpt-3.5-turbo,2,20,mood,How does Luna feel?,tired,tired,True,532.0
gpt-3.5-turbo,2,20,holding,What is Luna holding?,hat,hat,True,532.0
gpt-3.5-turbo,2,20,location,Where is Ivy?,bedroom,bedroom,True,532.0
gpt-3.5-turbo,2,20,mood,How does Ivy feel?,calm,confident,False,532.0
gpt-3.5-turbo,2,20,holding,What is Ivy holding?,hat,hat,True,532.0
gpt-3.5-turbo,2,20,location,Where is Oscar?,bathroom,bathroom,True,571.0
gpt-3.5-turbo,2,20,mood,How does Oscar feel?,confident,confident,True,571.0
gpt-3.5-turbo,2,20,holding,What is Oscar holding?,apple,apple,True,571.0
gpt-3.5-turbo,2,20,location,Where is Tyler?,office,office,True,571.0
gpt-3.5-turbo,2,20,mood,How does Tyler feel?,curious,curious,True,571.0
gpt-3.5-turbo,2,20,holding,What is Tyler holding?,nothing,nothing,True,571.0
gpt-3.5-turbo,3,5,location,Where is Zack?,office,office,True,228.0
gpt-3.5-turbo,3,5,mood,How does Zack feel?,calm,calm,True,228.0
gpt-3.5-turbo,3,5,holding,What is Zack holding?,nothing,nothing,True,228.0
gpt-3.5-turbo,3,5,location,Where is Liam?,kitchen,kitchen,True,228.0
gpt-3.5-turbo,3,5,mood,How does Liam feel?,sad,sad,True,228.0
gpt-3.5-turbo,3,5,holding,What is Liam holding?,nothing,nothing,True,228.0
gpt-3.5-turbo,3,5,location,Where is Tina?,office,sad,False,228.0
gpt-3.5-turbo,3,5,mood,How does Tina feel?,sad,sad,True,228.0
gpt-3.5-turbo,3,5,holding,What is Tina holding?,nothing,sad,False,228.0
gpt-3.5-turbo,3,5,location,Where is Mia?,library,bedroom,False,237.0
gpt-3.5-turbo,3,5,mood,How does Mia feel?,curious,nothing,False,237.0
gpt-3.5-turbo,3,5,holding,What is Mia holding?,nothing,nothing,True,237.0
gpt-3.5-turbo,3,5,location,Where is Uma?,hallway,hallway,True,237.0
gpt-3.5-turbo,3,5,mood,How does Uma feel?,curious,curious,True,237.0
gpt-3.5-turbo,3,5,holding,What is Uma holding?,nothing,nothing,True,237.0
gpt-3.5-turbo,3,5,location,Where is Jack?,bedroom,bedroom,True,237.0
gpt-3.5-turbo,3,5,mood,How does Jack feel?,tired,bedroom,False,237.0
gpt-3.5-turbo,3,5,holding,What is Jack holding?,nothing,bedroom,False,237.0
gpt-3.5-turbo,3,5,location,Where is Sam?,bedroom,bedroom,True,234.0
gpt-3.5-turbo,3,5,mood,How does Sam feel?,curious,curious,True,234.0
gpt-3.5-turbo,3,5,holding,What is Sam holding?,ball,ball,True,234.0
gpt-3.5-turbo,3,5,location,Where is Wendy?,bathroom,bedroom,False,234.0
gpt-3.5-turbo,3,5,mood,How does Wendy feel?,tired,hat,False,234.0
gpt-3.5-turbo,3,5,holding,What is Wendy holding?,hat,hat,True,234.0
gpt-3.5-turbo,3,5,location,Where is Tina?,library,library,True,234.0
gpt-3.5-turbo,3,5,mood,How does Tina feel?,calm,calm,True,234.0
gpt-3.5-turbo,3,5,holding,What is Tina holding?,coin,coin,True,234.0
gpt-3.5-turbo,3,10,location,Where is Luna?,office,office,True,361.0
gpt-3.5-turbo,3,10,mood,How does Luna feel?,calm,hat,False,361.0
gpt-3.5-turbo,3,10,holding,What is Luna holding?,hat,hat,True,361.0
gpt-3.5-turbo,3,10,location,Where is Tyler?,bathroom,library,False,361.0
gpt-3.5-turbo,3,10,mood,How does Tyler feel?,sad,sad,True,361.0
gpt-3.5-turbo,3,10,holding,What is Tyler holding?,nothing,nothing,True,361.0
gpt-3.5-turbo,3,10,location,Where is Peter?,bathroom,office,False,361.0
gpt-3.5-turbo,3,10,mood,How does Peter feel?,calm,calm,True,361.0
gpt-3.5-turbo,3,10,holding,What is Peter holding?,nothing,nothing,True,361.0
gpt-3.5-turbo,3,10,location,Where is Luna?,garden,bathroom,False,364.0
gpt-3.5-turbo,3,10,mood,How does Luna feel?,confident,confident,True,364.0
gpt-3.5-turbo,3,10,holding,What is Luna holding?,coin,coin,True,364.0
gpt-3.5-turbo,3,10,location,Where is Ivy?,bathroom,bathroom,True,364.0
gpt-3.5-turbo,3,10,mood,How does Ivy feel?,confident,bathroom,False,364.0
gpt-3.5-turbo,3,10,holding,What is Ivy holding?,nothing,nothing,True,364.0
gpt-3.5-turbo,3,10,location,Where is Oscar?,office,garden,False,364.0
gpt-3.5-turbo,3,10,mood,How does Oscar feel?,nervous,nervous,True,364.0
gpt-3.5-turbo,3,10,holding,What is Oscar holding?,nothing,nothing,True,364.0
gpt-3.5-turbo,3,10,location,Where is Oscar?,kitchen,basement,False,353.0
gpt-3.5-turbo,3,10,mood,How does Oscar feel?,sad,nervous,False,353.0
gpt-3.5-turbo,3,10,holding,What is Oscar holding?,book,book,True,353.0
gpt-3.5-turbo,3,10,location,Where is Tyler?,garden,garden,True,353.0
gpt-3.5-turbo,3,10,mood,How does Tyler feel?,sad,garden,False,353.0
gpt-3.5-turbo,3,10,holding,What is Tyler holding?,bag,bag,True,353.0
gpt-3.5-turbo,3,10,location,Where is Frank?,basement,basement,True,353.0
gpt-3.5-turbo,3,10,mood,How does Frank feel?,nervous,nervous,True,353.0
gpt-3.5-turbo,3,10,holding,What is Frank holding?,book,book,True,353.0
gpt-3.5-turbo,3,20,location,Where is Olivia?,basement,kitchen,False,606.0
gpt-3.5-turbo,3,20,mood,How does Olivia feel?,sad,sad,True,606.0
gpt-3.5-turbo,3,20,holding,What is Olivia holding?,bag,bag,True,606.0
gpt-3.5-turbo,3,20,location,Where is Xavier?,library,library,True,606.0
gpt-3.5-turbo,3,20,mood,How does Xavier feel?,confident,confident,True,606.0
gpt-3.5-turbo,3,20,holding,What is Xavier holding?,hat,hat,True,606.0
gpt-3.5-turbo,3,20,location,Where is Zack?,kitchen,kitchen,True,606.0
gpt-3.5-turbo,3,20,mood,How does Zack feel?,nervous,nervous,True,606.0
gpt-3.5-turbo,3,20,holding,What is Zack holding?,phone,phone,True,606.0
gpt-3.5-turbo,3,20,location,Where is Sam?,kitchen,kitchen,True,611.0
gpt-3.5-turbo,3,20,mood,How does Sam feel?,excited,excited,True,611.0
gpt-3.5-turbo,3,20,holding,What is Sam holding?,hat,hat,True,611.0
gpt-3.5-turbo,3,20,location,Where is Oscar?,library,library,True,611.0
gpt-3.5-turbo,3,20,mood,How does Oscar feel?,curious,curious,True,611.0
gpt-3.5-turbo,3,20,holding,What is Oscar holding?,umbrella,umbrella,True,611.0
gpt-3.5-turbo,3,20,location,Where is Henry?,basement,bathroom,False,611.0
gpt-3.5-turbo,3,20,mood,How does Henry feel?,sad,sad,True,611.0
gpt-3.5-turbo,3,20,holding,What is Henry holding?,nothing,nothing,True,611.0
gpt-3.5-turbo,3,20,location,Where is Quinn?,kitchen,kitchen,True,606.0
gpt-3.5-turbo,3,20,mood,How does Quinn feel?,nervous,nervous,True,606.0
gpt-3.5-turbo,3,20,holding,What is Quinn holding?,nothing,nervous,False,606.0
gpt-3.5-turbo,3,20,location,Where is Carol?,kitchen,kitchen,True,606.0
gpt-3.5-turbo,3,20,mood,How does Carol feel?,curious,curious,True,606.0
gpt-3.5-turbo,3,20,holding,What is Carol holding?,apple,apple,True,606.0
gpt-3.5-turbo,3,20,location,Where is Alice?,bathroom,bathroom,True,606.0
gpt-3.5-turbo,3,20,mood,How does Alice feel?,curious,curious,True,606.0
gpt-3.5-turbo,3,20,holding,What is Alice holding?,nothing,hat,False,606.0
gpt-3.5-turbo,4,5,location,Where is Max?,basement,basement,True,286.0
gpt-3.5-turbo,4,5,mood,How does Max feel?,calm,calm,True,286.0
gpt-3.5-turbo,4,5,holding,What is Max holding?,nothing,nothing,True,286.0
gpt-3.5-turbo,4,5,location,Where is Victor?,hallway,office,False,286.0
gpt-3.5-turbo,4,5,mood,How does Victor feel?,curious,curious,True,286.0
gpt-3.5-turbo,4,5,holding,What is Victor holding?,nothing,nothing,True,286.0
gpt-3.5-turbo,4,5,location,Where is Noah?,office,office,True,286.0
gpt-3.5-turbo,4,5,mood,How does Noah feel?,confident,confident,True,286.0
gpt-3.5-turbo,4,5,holding,What is Noah holding?,nothing,office,False,286.0
gpt-3.5-turbo,4,5,location,Where is Emma?,basement,happy,False,286.0
gpt-3.5-turbo,4,5,mood,How does Emma feel?,happy,happy,True,286.0
gpt-3.5-turbo,4,5,holding,What is Emma holding?,nothing,happy,False,286.0
gpt-3.5-turbo,4,5,location,Where is Jack?,bathroom,hallway,False,288.0
gpt-3.5-turbo,4,5,mood,How does Jack feel?,happy,happy,True,288.0
gpt-3.5-turbo,4,5,holding,What is Jack holding?,apple,apple,True,288.0
gpt-3.5-turbo,4,5,location,Where is Mia?,bathroom,bathroom,True,288.0
gpt-3.5-turbo,4,5,mood,How does Mia feel?,curious,curious,True,288.0
gpt-3.5-turbo,4,5,holding,What is Mia holding?,nothing,nothing,True,288.0
gpt-3.5-turbo,4,5,location,Where is Kate?,hallway,hallway,True,288.0
gpt-3.5-turbo,4,5,mood,How does Kate feel?,calm,curious,False,288.0
gpt-3.5-turbo,4,5,holding,What is Kate holding?,umbrella,umbrella,True,288.0
gpt-3.5-turbo,4,5,location,Where is Luna?,bathroom,bathroom,True,288.0
gpt-3.5-turbo,4,5,mood,How does Luna feel?,tired,tired,True,288.0
gpt-3.5-turbo,4,5,holding,What is Luna holding?,nothing,nothing,True,288.0
gpt-3.5-turbo,4,5,location,Where is Zack?,library,library,True,281.0
gpt-3.5-turbo,4,5,mood,How does Zack feel?,sad,calm,False,281.0
gpt-3.5-turbo,4,5,holding,What is Zack holding?,nothing,nothing,True,281.0
gpt-3.5-turbo,4,5,location,Where is Ruby?,kitchen,kitchen,True,281.0
gpt-3.5-turbo,4,5,mood,How does Ruby feel?,nervous,nervous,True,281.0
gpt-3.5-turbo,4,5,holding,What is Ruby holding?,nothing,knife,False,281.0
gpt-3.5-turbo,4,5,location,Where is Mia?,basement,basement,True,281.0
gpt-3.5-turbo,4,5,mood,How does Mia feel?,nervous,nervous,True,281.0
gpt-3.5-turbo,4,5,holding,What is Mia holding?,nothing,nothing,True,281.0
gpt-3.5-turbo,4,5,location,Where is Alice?,library,library,True,281.0
gpt-3.5-turbo,4,5,mood,How does Alice feel?,calm,calm,True,281.0
gpt-3.5-turbo,4,5,holding,What is Alice holding?,nothing,nothing,True,281.0
gpt-3.5-turbo,4,10,location,Where is Olivia?,bathroom,bathroom,True,403.0
gpt-3.5-turbo,4,10,mood,How does Olivia feel?,nervous,bathroom,False,403.0
gpt-3.5-turbo,4,10,holding,What is Olivia holding?,nothing,ball,False,403.0
gpt-3.5-turbo,4,10,location,Where is Xavier?,library,library,True,403.0
gpt-3.5-turbo,4,10,mood,How does Xavier feel?,calm,library,False,403.0
gpt-3.5-turbo,4,10,holding,What is Xavier holding?,nothing,nothing,True,403.0
gpt-3.5-turbo,4,10,location,Where is Zack?,library,library,True,403.0
gpt-3.5-turbo,4,10,mood,How does Zack feel?,tired,tired,True,403.0
gpt-3.5-turbo,4,10,holding,What is Zack holding?,ball,ball,True,403.0
gpt-3.5-turbo,4,10,location,Where is Tyler?,garden,library,False,403.0
gpt-3.5-turbo,4,10,mood,How does Tyler feel?,nervous,nervous,True,403.0
gpt-3.5-turbo,4,10,holding,What is Tyler holding?,nothing,nothing,True,403.0
gpt-3.5-turbo,4,10,location,Where is Sam?,bedroom,nervous,False,373.0
gpt-3.5-turbo,4,10,mood,How does Sam feel?,nervous,nervous,True,373.0
gpt-3.5-turbo,4,10,holding,What is Sam holding?,nothing,nothing,True,373.0
gpt-3.5-turbo,4,10,location,Where is Oscar?,library,sad,False,373.0
gpt-3.5-turbo,4,10,mood,How does Oscar feel?,sad,sad,True,373.0
gpt-3.5-turbo,4,10,holding,What is Oscar holding?,nothing,nothing,True,373.0
gpt-3.5-turbo,4,10,location,Where is Henry?,basement,basement,True,373.0
gpt-3.5-turbo,4,10,mood,How does Henry feel?,calm,calm,True,373.0
gpt-3.5-turbo,4,10,holding,What is Henry holding?,nothing,nothing,True,373.0
gpt-3.5-turbo,4,10,location,Where is David?,library,library,True,373.0
gpt-3.5-turbo,4,10,mood,How does David feel?,nervous,calm,False,373.0
gpt-3.5-turbo,4,10,holding,What is David holding?,nothing,nothing,True,373.0
gpt-3.5-turbo,4,10,location,Where is Quinn?,basement,basement,True,411.0
gpt-3.5-turbo,4,10,mood,How does Quinn feel?,curious,curious,True,411.0
gpt-3.5-turbo,4,10,holding,What is Quinn holding?,nothing,nothing,True,411.0
gpt-3.5-turbo,4,10,location,Where is Carol?,garden,garden,True,411.0
gpt-3.5-turbo,4,10,mood,How does Carol feel?,nervous,nervous,True,411.0
gpt-3.5-turbo,4,10,holding,What is Carol holding?,nothing,nervous,False,411.0
gpt-3.5-turbo,4,10,location,Where is Alice?,kitchen,kitchen,True,411.0
gpt-3.5-turbo,4,10,mood,How does Alice feel?,excited,excited,True,411.0
gpt-3.5-turbo,4,10,holding,What is Alice holding?,nothing,nothing,True,411.0
gpt-3.5-turbo,4,10,location,Where is Yara?,kitchen,kitchen,True,411.0
gpt-3.5-turbo,4,10,mood,How does Yara feel?,tired,nervous,False,411.0
gpt-3.5-turbo,4,10,holding,What is Yara holding?,nothing,hat,False,411.0
gpt-3.5-turbo,4,20,location,Where is Liam?,bedroom,kitchen,False,625.0
gpt-3.5-turbo,4,20,mood,How does Liam feel?,happy,quietly,False,625.0
gpt-3.5-turbo,4,20,holding,What is Liam holding?,book,book,True,625.0
gpt-3.5-turbo,4,20,location,Where is Rachel?,kitchen,kitchen,True,625.0
gpt-3.5-turbo,4,20,mood,How does Rachel feel?,excited,excited,True,625.0
gpt-3.5-turbo,4,20,holding,What is Rachel holding?,nothing,nothing,True,625.0
gpt-3.5-turbo,4,20,location,Where is Kate?,bathroom,bathroom,True,625.0
gpt-3.5-turbo,4,20,mood,How does Kate feel?,nervous,nervous,True,625.0
gpt-3.5-turbo,4,20,holding,What is Kate holding?,book,book,True,625.0
gpt-3.5-turbo,4,20,location,Where is Uma?,bathroom,bathroom,True,625.0
gpt-3.5-turbo,4,20,mood,How does Uma feel?,calm,calm,True,625.0
gpt-3.5-turbo,4,20,holding,What is Uma holding?,nothing,book,False,625.0
gpt-3.5-turbo,4,20,location,Where is Victor?,bedroom,hallway,False,639.0
gpt-3.5-turbo,4,20,mood,How does Victor feel?,calm,calm,True,639.0
gpt-3.5-turbo,4,20,holding,What is Victor holding?,nothing,nothing,True,639.0
gpt-3.5-turbo,4,20,location,Where is Liam?,hallway,hallway,True,639.0
gpt-3.5-turbo,4,20,mood,How does Liam feel?,tired,tired,True,639.0
gpt-3.5-turbo,4,20,holding,What is Liam holding?,ball,ball,True,639.0
gpt-3.5-turbo,4,20,location,Where is Alice?,garden,garden,True,639.0
gpt-3.5-turbo,4,20,mood,How does Alice feel?,happy,happy,True,639.0
gpt-3.5-turbo,4,20,holding,What is Alice holding?,bag,bag,True,639.0
gpt-3.5-turbo,4,20,location,Where is Ruby?,basement,basement,True,639.0
gpt-3.5-turbo,4,20,mood,How does Ruby feel?,calm,calm,True,639.0
gpt-3.5-turbo,4,20,holding,What is Ruby holding?,nothing,ball,False,639.0
gpt-3.5-turbo,4,20,location,Where is Liam?,hallway,bedroom,False,624.0
gpt-3.5-turbo,4,20,mood,How does Liam feel?,happy,excited,False,624.0
gpt-3.5-turbo,4,20,holding,What is Liam holding?,umbrella,umbrella,True,624.0
gpt-3.5-turbo,4,20,location,Where is Henry?,basement,library,False,624.0
gpt-3.5-turbo,4,20,mood,How does Henry feel?,tired,calm,False,624.0
gpt-3.5-turbo,4,20,holding,What is Henry holding?,nothing,umbrella,False,624.0
gpt-3.5-turbo,4,20,location,Where is Bob?,garden,library,False,624.0
gpt-3.5-turbo,4,20,mood,How does Bob feel?,excited,calm,False,624.0
gpt-3.5-turbo,4,20,holding,What is Bob holding?,book,book,True,624.0
gpt-3.5-turbo,4,20,location,Where is Victor?,library,library,True,624.0
gpt-3.5-turbo,4,20,mood,How does Victor feel?,excited,excited,True,624.0
gpt-3.5-turbo,4,20,holding,What is Victor holding?,key,key,True,624.0
gpt-3.5-turbo,5,5,location,Where is Mia?,bathroom,bathroom,True,317.0
gpt-3.5-turbo,5,5,mood,How does Mia feel?,excited,excited,True,317.0
gpt-3.5-turbo,5,5,holding,What is Mia holding?,nothing,nothing,True,317.0
gpt-3.5-turbo,5,5,location,Where is Ivy?,library,bathroom,False,317.0
gpt-3.5-turbo,5,5,mood,How does Ivy feel?,excited,excited,True,317.0
gpt-3.5-turbo,5,5,holding,What is Ivy holding?,nothing,excited,False,317.0
gpt-3.5-turbo,5,5,location,Where is Carol?,bathroom,bathroom,True,317.0
gpt-3.5-turbo,5,5,mood,How does Carol feel?,tired,tired,True,317.0
gpt-3.5-turbo,5,5,holding,What is Carol holding?,nothing,nothing,True,317.0
gpt-3.5-turbo,5,5,location,Where is Rachel?,garden,garden,True,317.0
gpt-3.5-turbo,5,5,mood,How does Rachel feel?,happy,happy,True,317.0
gpt-3.5-turbo,5,5,holding,What is Rachel holding?,nothing,happy,False,317.0
gpt-3.5-turbo,5,5,location,Where is Sophia?,garden,garden,True,317.0
gpt-3.5-turbo,5,5,mood,How does Sophia feel?,confident,confident,True,317.0
gpt-3.5-turbo,5,5,holding,What is Sophia holding?,nothing,confident,False,317.0
gpt-3.5-turbo,5,5,location,Where is Uma?,garden,garden,True,317.0
gpt-3.5-turbo,5,5,mood,How does Uma feel?,happy,happy,True,317.0
gpt-3.5-turbo,5,5,holding,What is Uma holding?,coin,coin,True,317.0
gpt-3.5-turbo,5,5,location,Where is Peter?,bedroom,bedroom,True,317.0
gpt-3.5-turbo,5,5,mood,How does Peter feel?,calm,calm,True,317.0
gpt-3.5-turbo,5,5,holding,What is Peter holding?,nothing,nothing,True,317.0
gpt-3.5-turbo,5,5,location,Where is Ruby?,office,office,True,317.0
gpt-3.5-turbo,5,5,mood,How does Ruby feel?,happy,happy,True,317.0
gpt-3.5-turbo,5,5,holding,What is Ruby holding?,nothing,nothing,True,317.0
gpt-3.5-turbo,5,5,location,Where is Yara?,basement,basement,True,317.0
gpt-3.5-turbo,5,5,mood,How does Yara feel?,tired,happy,False,317.0
gpt-3.5-turbo,5,5,holding,What is Yara holding?,nothing,nothing,True,317.0
gpt-3.5-turbo,5,5,location,Where is Grace?,bedroom,basement,False,317.0
gpt-3.5-turbo,5,5,mood,How does Grace feel?,tired,tired,True,317.0
gpt-3.5-turbo,5,5,holding,What is Grace holding?,nothing,nothing,True,317.0
gpt-3.5-turbo,5,5,location,Where is Peter?,hallway,hallway,True,328.0
gpt-3.5-turbo,5,5,mood,How does Peter feel?,tired,tired,True,328.0
gpt-3.5-turbo,5,5,holding,What is Peter holding?,nothing,nothing,True,328.0
gpt-3.5-turbo,5,5,location,Where is Kate?,bedroom,bedroom,True,328.0
gpt-3.5-turbo,5,5,mood,How does Kate feel?,tired,quietly,False,328.0
gpt-3.5-turbo,5,5,holding,What is Kate holding?,nothing,nothing,True,328.0
gpt-3.5-turbo,5,5,location,Where is Wendy?,kitchen,kitchen,True,328.0
gpt-3.5-turbo,5,5,mood,How does Wendy feel?,calm,kitchen,False,328.0
gpt-3.5-turbo,5,5,holding,What is Wendy holding?,nothing,book,False,328.0
gpt-3.5-turbo,5,5,location,Where is Carol?,library,kitchen,False,328.0
gpt-3.5-turbo,5,5,mood,How does Carol feel?,confident,confident,True,328.0
gpt-3.5-turbo,5,5,holding,What is Carol holding?,book,book,True,328.0
gpt-3.5-turbo,5,5,location,Where is Zack?,kitchen,kitchen,True,328.0
gpt-3.5-turbo,5,5,mood,How does Zack feel?,confident,confident,True,328.0
gpt-3.5-turbo,5,5,holding,What is Zack holding?,nothing,nothing,True,328.0
gpt-3.5-turbo,5,10,location,Where is Liam?,kitchen,library,False,432.0
gpt-3.5-turbo,5,10,mood,How does Liam feel?,nervous,nervous,True,432.0
gpt-3.5-turbo,5,10,holding,What is Liam holding?,nothing,nothing,True,432.0
gpt-3.5-turbo,5,10,location,Where is Rachel?,library,library,True,432.0
gpt-3.5-turbo,5,10,mood,How does Rachel feel?,curious,library,False,432.0
gpt-3.5-turbo,5,10,holding,What is Rachel holding?,nothing,office,False,432.0
gpt-3.5-turbo,5,10,location,Where is Kate?,library,library,True,432.0
gpt-3.5-turbo,5,10,mood,How does Kate feel?,nervous,nervous,True,432.0
